id;names;date_x;score;genre;status;orig_lang;country
3254;Psycho-Pass 3: First Inspector;03/27/2020 ;76.0;Science Fiction, Action, Crime, Animation; Released; Japanese;JP
3255;Rush;10/03/2013;77.0;Drama, Action; Released; English;AU
3256;Silip Sa Apoy;01/28/2022 ;61.0;Drama, Thriller; Released; Tagalog;PH
3257;The Reader;02/19/2009 ;74.0;Drama, Romance; Released; English;AU
3258;No Sudden Move;08/26/2021 ;64.0;Crime, Drama, Mystery; Released; English;AU
3259;Demon Slayer;02/20/2003 ;78.0;Horror; Released; English;US
3260;Star Wars: The Clone Wars;08/14/2008 ;61.0;Animation, Action, Science Fiction, Adventure; Released; English;AU
3261;The Virtuoso;04/30/2021 ;61.0;Thriller, Crime; Released; English;US
3262;Love Don't Co$t a Thing;12/12/2003;71.0;Comedy, Drama, Family, Romance; Released; English;US
3263;Priest;08/04/2011;58.0;Horror, Action, Thriller; Released; English;AU
3264;One Piece: Curse of the Sacred Sword;03/06/2004;70.0;Animation, Adventure, Action; Released; Japanese;JP
3265;Pokémon 3: The Movie;06/21/2001 ;65.0;Adventure, Fantasy, Animation, Action, Family; Released; Japanese;AU
3266;Fast & Feel Love;04/06/2022;72.0;Comedy, Romance, Action; Released; Thai;TH
3267;The Strangers;05/30/2008 ;61.0;Horror, Mystery, Thriller; Released; English;US
3268;Checkered Ninja;12/25/2018 ;75.0;Animation, Comedy, Adventure, Fantasy; Released; Danish;DK
3269;My Girl;11/27/1991 ;74.0;Comedy, Drama; Released; English;US
3270;A Family's Secret;08/31/2022 ;51.0;Thriller, TV Movie; Released; English;US
3271;What a Father!;02/09/2022;83.0;Comedy, Family, Romance; Released; Spanish, Castilian;MX
3272;Witch Hunt;08/18/2021 ;68.0;Horror; Released; English;AU
3273;The Barbie Diaries;07/03/2006;63.0;Family, Animation; Released; English;AU
3274;War of the Arrows;08/10/2011;72.0;Drama, Action, History, Thriller; Released; Korean;KR
3275;She's Out of My League;03/11/2010;64.0;Romance, Comedy; Released; English;AU
3276;Star Trek: First Contact;12/13/1996 ;73.0;Science Fiction, Action, Adventure, Thriller; Released; English;AU
3277;Lara Croft: Tomb Raider;10/19/2001 ;59.0;Adventure, Fantasy, Action, Thriller; Released; English;AU
3278;LEGO Star Wars Summer Vacation;08/05/2022;61.0;Family, Animation, Comedy, Science Fiction, TV Movie; Released; English;AU
3279;Minority Report;06/20/2002 ;73.0;Action, Thriller, Science Fiction, Mystery; Released; English;AU
3280;The Debt Collector;06/05/2018;59.0;Action; Released; English;US
3281;Night in Paradise;04/09/2021;69.0;Crime, Drama, Thriller, Action; Released; Korean;KR
3282;The Nice Guys;05/26/2016 ;71.0;Comedy, Crime, Action; Released; English;AU
3283;Teen Titans Go! To the Movies;07/27/2018 ;74.0;Animation, Action, Comedy, Science Fiction; Released; English;US
3284;RoboCop;09/17/1987 ;73.0;Action, Thriller, Science Fiction; Released; English;AU
3285;RoboCop;09/17/1987 ;73.0;Action, Thriller, Science Fiction; Released; English;AU
3286;Red Lights;07/26/2013 ;62.0;Thriller; Released; English;AU
3287;Blaze;08/25/2022 ;53.0;Drama, Fantasy, Crime; Released; English;AU
3288;Legend of Deification: King Li Jing;09/14/2021 ;38.0;Action, Fantasy, Adventure; Released; Chinese;CN
3289;NJPW Sakura Genesis 2023;04/08/2023;0.0;; Released; Japanese;JP
3290;Blade II;07/11/2002;65.0;Fantasy, Horror, Action, Thriller; Released; English;AU
3291;Babe;12/14/1995 ;62.0;Fantasy, Drama, Comedy, Family; Released; English;AU
3292;Cats & Dogs;09/20/2001 ;54.0;Family, Comedy; Released; English;AU
3293;The Watch;09/13/2012 ;56.0;Comedy, Action, Science Fiction; Released; English;AU
3294;Sex Appeal;03/18/2022 ;67.0;Comedy, Romance; Released; English;AU
3295;South Park the Streaming Wars;06/01/2022;73.0;Animation, Comedy; Released; English;AU
3296;30 Days of Night;11/08/2007;64.0;Horror, Thriller; Released; English;AU
3297;Jan Dara: The Finale;02/07/2013;55.0;Drama, Romance; Released; Thai;TH
3298;The Kids Are Alright: Destination Asturias;04/22/2022 ;57.0;Comedy, Family; Released; Spanish, Castilian;AU
3299;How to Be a Latin Lover;04/28/2017 ;70.0;Comedy; Released; English;AU
3300;Tahan;07/22/2022 ;43.0;Drama, Crime; Released; Tagalog;PH
3301;Skinamarink;02/02/2023;57.0;Horror; Released; English;AU
3302;Sonríe;08/18/2022 ;43.0;Thriller, Horror; Released; Spanish, Castilian;MX
3303;Bride Wars;01/09/2009;62.0;Comedy, Romance; Released; English;AU
3304;His House;01/27/2020 ;65.0;Horror, Thriller; Released; English;US
3305;The Mask of Zorro;11/23/1998 ;65.0;Action, Adventure; Released; English;AU
3306;Klaus;11/15/2019 ;83.0;Animation, Family, Adventure, Comedy, Fantasy; Released; English;AU
3307;True Romance;11/29/1993 ;75.0;Action, Crime, Romance; Released; English;AU
3308;My Name Is Khan;02/10/2010;81.0;Drama, Romance; Released; Hindi;IN
3309;The Naked Gun: From the Files of Police Squad!;03/09/1989;72.0;Comedy, Crime; Released; English;AU
3310;American Hustle;12/12/2013;68.0;Drama, Crime; Released; English;AU
3311;The Son;02/09/2023;66.0;Drama; Released; English;AU
3312;Destination Wedding;11/07/2018;57.0;Romance, Comedy, Drama; Released; English;AU
3313;Lionheart;11/29/1990 ;65.0;Action; Released; English;AU
3314;The Marine 3: Homefront;03/05/2013;63.0;Action; Released; English;US
3315;Stomp the Yard;05/17/2007 ;69.0;Drama, Music; Released; English;US
3316;Aquaslash;06/23/2020 ;41.0;Horror, Comedy; Released; English;US
3317;Uniform Virgin: The Prey;08/09/1986;50.0;Drama; Released; Japanese;JP
3318;Cujo;09/10/1983;61.0;Horror, Thriller; Released; English;AU
3319;Bayonetta: Bloody Fate;11/23/2013 ;65.0;Animation, Action, Fantasy; Released; Japanese;JP
3320;I Am Dragon;12/03/2015;72.0;Fantasy, Romance; Released; Russian;RU
3321;Downsizing;12/26/2017 ;53.0;Comedy, Drama, Science Fiction; Released; English;AU
3322;To All the Boys: Always and Forever;02/12/2021;76.0;Romance, Comedy, Drama; Released; English;AU
3323;Silence;12/22/2016 ;71.0;Drama, History; Released; English;AU
3324;The Legend of La Llorona;01/07/2022;47.0;Horror, Thriller; Released; English;US
3325;Love Lesson;12/05/2013;60.0;Romance, Drama, Comedy; Released; Korean;KR
3326;Sword Art Online: Extra Edition;12/31/2013 ;67.0;Animation, Fantasy, Adventure; Released; Japanese;JP
3327;Purpose of Reunion 3;02/20/2018 ;44.0;Drama, Romance; Released; Korean;KR
3328;Curiosa;04/03/2019;61.0;Drama, History; Released; French;FR
3329;The Worst Person in the World;12/26/2021 ;76.0;Drama, Comedy, Romance; Released; Norwegian;AU
3330;Haunt;09/13/2019 ;67.0;Horror, Thriller; Released; English;US
3331;The Longest Day;10/04/1962;76.0;War, Action, Drama; Released; English;US
3332;Body Brokers;05/31/2021 ;63.0;Thriller, Crime; Released; English;AU
3333;How to Be Single;01/21/2016 ;62.0;Comedy, Romance; Released; English;AU
3334;Instant Family;01/10/2019;76.0;Comedy; Released; English;AU
3335;Robin Hood: Prince of Thieves;06/27/1991 ;68.0;Action, Adventure, Drama, Romance; Released; English;AU
3336;Ghosted;04/20/2023 ;0.0;Adventure, Action, Comedy, Romance; Post Production; English;US
3337;Looper;09/26/2012 ;69.0;Action, Thriller, Science Fiction; Released; English;AU
3338;Gravity;10/03/2013;72.0;Science Fiction, Thriller, Drama; Released; English;AU
3339;Barnyard;09/21/2006 ;58.0;Animation, Comedy, Family; Released; English;AU
3340;La Casa;10/10/2020;64.0;Horror; Released; Spanish, Castilian;ES
3341;Senior Couple and Exchange Sex;12/23/2019 ;30.0;Romance; Released; Korean;KR
3342;The Bear;10/21/1988 ;70.0;Adventure, Drama, Family; Released; English;FR
3343;War Dogs;08/18/2016 ;69.0;Comedy, Crime, Drama; Released; English;AU
3344;The Wrong Missy;05/15/2020 ;62.0;Comedy, Romance; Released; English;AU
3345;Contact;10/16/1997 ;74.0;Drama, Science Fiction, Mystery; Released; English;AU
3346;Flashback;10/20/2021 ;63.0;Thriller; Released; English;AU
3347;Life As We Know It;10/21/2010 ;69.0;Comedy, Romance, Drama; Released; English;AU
3348;Papá al rescate;01/05/2023;55.0;Comedy, Family; Released; Spanish, Castilian;CL
3349;Déjà Vu;01/17/2007 ;68.0;Action, Thriller, Science Fiction; Released; English;AU
3350;Oculus;04/03/2014;64.0;Horror; Released; English;AU
3351;The Lobster;10/22/2015 ;70.0;Comedy, Drama, Romance; Released; English;AU
3352;Extinction;07/26/2018 ;60.0;Action, Drama, Science Fiction, Thriller; Released; English;AU
3353;Someone Borrowed;10/11/2022;65.0;Comedy, Romance; Released; Portuguese;BR
3354;The Anthem of the Heart;09/19/2015 ;76.0;Animation, Drama, Music, Romance; Released; Japanese;JP
3355;Blood and Bone;09/15/2009 ;74.0;Action, Drama, Thriller; Released; English;US
3356;Blast from the Past;07/08/1999;67.0;Drama, Romance, Comedy; Released; English;AU
3357;New Police Story;09/09/2005;71.0;Action, Thriller, Crime, Drama; Released; Cantonese;AU
3358;Lev Yashin. The Dream Goalkeeper;11/28/2019 ;81.0;Drama; Released; Russian;RU
3359;Peter Rabbit;02/22/2018 ;67.0;Animation, Adventure, Family; Released; English;AU
3360;Justice League: Gods and Monsters;07/28/2015 ;72.0;Action, Animation, Fantasy; Released; English;AU
3361;Elite Squad: The Enemy Within;11/22/2011 ;78.0;Drama, Action, Crime; Released; Portuguese;AU
3362;Lady and the Tramp II: Scamp's Adventure;03/24/2001 ;64.0;Family, Animation, Romance, Adventure; Released; English;US
3363;Octopussy;06/10/1983;63.0;Adventure, Action, Thriller; Released; English;AU
3364;EXIT;08/29/2019 ;75.0;Action, Comedy; Released; Korean;AU
3365;Crimes of the Future;08/18/2022 ;63.0;Horror, Science Fiction; Released; English;AU
3366;The Water;11/04/2022;61.0;Drama, Romance; Released; Spanish, Castilian;ES
3367;The Darkest Minds;07/25/2018 ;70.0;Action, Adventure, Drama; Released; English;AU
3368;Bela Luna;01/27/2023 ;53.0;Drama; Released; Tagalog;PH
3369;Year One;06/18/2009 ;49.0;Comedy, Adventure; Released; English;AU
3370;Beauty and the Beast: The Enchanted Christmas;11/11/1997;62.0;Animation, Family, Fantasy; Released; English;AU
3371;Speak No Evil;03/17/2022 ;68.0;Horror; Released; Danish;DK
3372;The Christmas Chronicles: Part Two;11/18/2020 ;65.0;Family, Fantasy, Adventure, Comedy; Released; English;US
3373;On the Third Day;12/04/2020;56.0;Horror, Mystery; Released; Spanish, Castilian;AR
3374;America: The Motion Picture;06/30/2021 ;58.0;Animation, Action, Comedy; Released; English;US
3375;Searching;09/13/2018 ;76.0;Thriller, Mystery, Drama; Released; English;AU
3376;The Lego Movie 2: The Second Part;03/21/2019 ;67.0;Action, Adventure, Animation, Comedy, Family; Released; English;AU
3377;Austin Powers: The Spy Who Shagged Me;10/06/1999;63.0;Adventure, Comedy, Crime, Science Fiction; Released; English;AU
3378;First Man;10/11/2018;70.0;History, Drama; Released; English;AU
3379;Jeremiah;12/14/1998 ;61.0;Drama, History; Released; English;US
3380;Aftermath;08/04/2021;63.0;Horror, Crime, Drama, Thriller; Released; English;PL
3381;Private Lessons;08/26/1981 ;58.0;Comedy, Romance; Released; English;US
3382;Barbie Fairytopia: Magic of the Rainbow;03/13/2007 ;68.0;Animation, Family, Fantasy, Romance; Released; English;US
3383;The Game;10/02/1997;76.0;Drama, Thriller, Mystery; Released; English;AU
3384;The Black Demon;04/27/2023 ;0.0;Horror, Thriller; Post Production; English;AU
3385;Against the Ice;03/02/2022;68.0;Drama, Adventure, History; Released; English;US
3386;Under Her Control;04/29/2022 ;54.0;Drama; Released; Spanish, Castilian;ES
3387;Kinmoza the Movie: Thank You!!;08/20/2021 ;45.0;Animation, Comedy; Released; Japanese;JP
3388;Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai;06/30/2017 ;67.0;Action, Animation, Adventure; Released; Japanese;JP
3389;Hot Shots!;12/05/1991;65.0;Action, Comedy, War; Released; English;AU
3390;Death Race: Beyond Anarchy;12/05/2018;63.0;Action, Thriller, Science Fiction; Released; English;AU
3391;Tower Heist;12/26/2011 ;61.0;Action, Comedy; Released; English;AU
3392;The Avengers;11/05/1998;44.0;Thriller, Science Fiction, Action, Adventure; Released; English;AU
3393;The Avengers;11/05/1998;44.0;Thriller, Science Fiction, Action, Adventure; Released; English;AU
3394;Sleepers;01/03/1997;76.0;Crime, Drama, Thriller; Released; English;AU
3395;Glory;03/01/1990;75.0;Drama, History, War; Released; English;AU
3396;In the Name of the King 2: Two Worlds;02/17/2012 ;40.0;Adventure, Fantasy, Drama, Action; Released; English;AU
3397;Wizards of Waverly Place: The Movie;08/28/2009 ;66.0;Family, TV Movie, Adventure, Comedy, Drama, Fantasy, Action; Released; English;US
3398;Encounter;12/03/2021;64.0;Science Fiction, Mystery, Thriller, Drama; Released; English;GB
3399;Friday the 13th Part III;08/13/1982 ;59.0;Horror, Thriller; Released; English;US
3400;Waterworld;09/14/1995 ;62.0;Adventure, Action, Science Fiction; Released; English;AU
3401;Goosebumps 2: Haunted Halloween;01/23/2019 ;61.0;Adventure, Comedy, Fantasy, Family, Horror; Released; English;AU
3402;Young Sister-in-law 3;05/24/2019 ;53.0;Romance; Released; Korean;KR
3403;Tidal Wave;06/06/2009;69.0;Action, Drama, Thriller; Released; Korean;KR
3404;Wu Kong;07/13/2017 ;76.0;Fantasy, Action, Adventure; Released; Chinese;CN
3405;What Lies Below;12/04/2020;53.0;Horror, Mystery, Thriller, Science Fiction; Released; English;US
3406;The Banishing;10/22/2020 ;54.0;Horror; Released; English;GB
3407;There's Something About Mary;09/03/1998;66.0;Romance, Comedy; Released; English;AU
3408;White Noise;12/08/2022;56.0;Comedy, Drama, Science Fiction; Released; English;AU
3409;Daylight;12/26/1996 ;61.0;Action, Adventure, Thriller; Released; English;AU
3410;The Apostle Peter: Redemption;08/02/2016;70.0;Drama; Released; English;US
3411;Paul Blart: Mall Cop 2;04/23/2015 ;52.0;Action, Comedy, Family; Released; English;AU
3412;The Host;08/08/2006;70.0;Horror, Drama, Science Fiction; Released; Korean;AU
3413;The Paramedic;02/07/1982;46.0;Comedy; Released; Italian;IT
3414;A Fistful of Dollars;04/29/2010 ;79.0;Western; Released; Italian;AU
3415;Lolita;09/11/1962;74.0;Drama, Comedy, Romance; Released; English;GB
3416;Lolita;09/11/1962;74.0;Drama, Comedy, Romance; Released; English;GB
3417;Gremlins;12/13/1984 ;71.0;Fantasy, Horror, Comedy; Released; English;AU
3418;National Treasure: Book of Secrets;02/08/2008;63.0;Action, Adventure, Mystery, Thriller; Released; English;AU
3419;Bartkowiak;07/28/2021 ;61.0;Action, Thriller; Released; Polish;PL
3420;The Man with the Golden Gun;12/01/1974;64.0;Adventure, Action, Thriller; Released; English;AU
3421;Burn;08/23/2019 ;60.0;Thriller, Crime, Action; Released; English;US
3422;Throne of Elves;07/31/2016 ;75.0;Fantasy, Animation, Family; Released; Chinese;CN
3423;Green Lantern: Emerald Knights;06/07/2011;67.0;Action, Adventure, Animation, Science Fiction, Drama; Released; English;US
3424;Bāhubali 2: The Conclusion;04/28/2017 ;74.0;Action, Adventure, Fantasy; Released; Telugu;IN
3425;The Return of Jafar;02/13/1995 ;62.0;Family, Adventure, Animation, Romance; Released; English;AU
3426;The Mortuary Collection;09/21/2019 ;68.0;Fantasy, Horror; Released; English;US
3427;Female Doctor: Flesh Slave;03/08/1986;44.0;Crime; Released; Japanese;JP
3428;The Babysitter;10/13/2017 ;61.0;Comedy, Horror; Released; English;AU
3429;Stigmata;01/21/2000 ;63.0;Horror, Thriller; Released; English;AU
3430;Pokémon Heroes;07/13/2002 ;66.0;Animation, Adventure, Action, Fantasy; Released; Japanese;JP
3431;Mysterious Skin;05/06/2005;76.0;Drama; Released; English;US
3432;Monster Trucks;01/12/2017;61.0;Action, Comedy, Science Fiction; Released; English;AU
3433;The Trip 6;12/25/2021 ;69.0;Comedy; Released; Spanish, Castilian;CO
3434;Huevos: Little Rooster's Egg-Cellent Adventure;09/04/2015;70.0;Animation, Adventure, Comedy, Family; Released; Spanish, Castilian;MX
3435;Pokémon: Arceus and the Jewel of Life;11/06/2009;71.0;Family, Animation, Adventure, Fantasy; Released; Japanese;AU
3436;Zero Dark Thirty;01/31/2013 ;70.0;Thriller, Drama, History; Released; English;AU
3437;Ong Bak 3;05/05/2010;60.0;Action, Adventure, History; Released; Thai;TH
3438;The Core;06/12/2003;58.0;Action, Thriller, Adventure, Science Fiction; Released; English;AU
3439;Blue Streak;11/04/1999;65.0;Action, Comedy, Crime; Released; English;AU
3440;¡Asu Mare! The friends;02/09/2023;66.0;Comedy; Released; Spanish, Castilian;PE
3441;Hoodwinked Too! Hood VS. Evil;05/05/2011;51.0;Comedy, Animation, Family; Released; English;AU
3442;Shin Godzilla;10/13/2016 ;71.0;Action, Science Fiction, Horror; Released; Japanese;AU
3443;Poltergeist;08/06/1982;71.0;Horror; Released; English;AU
3444;Poltergeist;08/06/1982;71.0;Horror; Released; English;AU
3445;Kung Fu Jungle;10/31/2014 ;67.0;Action, Thriller, Crime; Released; Cantonese;HK
3446;Bungo Stray Dogs: Dead Apple;03/03/2018;83.0;Animation, Action, Comedy, Mystery, Crime, Fantasy; Released; Japanese;JP
3447;The Intern;09/24/2015 ;72.0;Comedy; Released; English;AU
3448;Braven;04/10/2018;62.0;Drama, Action, Thriller; Released; English;AU
3449;The Perilous Internet Ring;10/30/2020 ;70.0;Horror, Thriller; Released; Chinese;CN
3450;Dracula Untold;10/02/2014;64.0;Horror, Action, Drama, Fantasy, War; Released; English;AU
3451;Willow;06/01/1988;70.0;Action, Adventure, Fantasy; Released; English;AU
3452;Doraemon: Nobita and the Island of Miracles - Animal Adventure;03/03/2012;70.0;Family, Animation, Adventure; Released; Japanese;JP
3453;Mean Girls 2;01/23/2011 ;53.0;Comedy; Released; English;AU
3454;Flower & Snake II;05/14/2005 ;62.0;Drama, Thriller, Romance; Released; Japanese;JP
3455;Hook;01/15/1992 ;68.0;Adventure, Fantasy, Comedy, Family; Released; English;AU
3456;Emma.;02/13/2020 ;71.0;Comedy, Romance; Released; English;AU
